92,A.J. Brown,1252,75,OTI,2,51,2019,Ole Miss,2017,Ole Miss,12,75,1252,16.7,11,104.3,WR,SO,aj-brown-3
93,Chad Hansen,1249,92,NYJ,4,141,2017,California,2016,California,10,92,1249,13.6,11,124.9,WR,JR,chad-hansen-1
94,Courtland Sutton,1246,76,DEN,2,40,2018,SMU,2016,SMU,12,76,1246,16.4,10,103.8,WR,SO,courtland-sutton-1
95,Gabriel Davis,1241,72,BUF,4,128,2020,UCF,2019,UCF,12,72,1241,17.2,12,103.4,WR,JR,gabriel-davis-1
96,Trey Quinn,1236,114,WAS,7,256,2018,SMU,2017,SMU,13,114,1236,10.8,13,95.1,WR,JR,trey-quinn-1
97,James Proche,1225,111,RAV,6,201,2020,SMU,2019,SMU,13,111,1225,11.0,15,94.2,WR,SR,james-proche-1
98,Demarcus Ayers,1222,98,PIT,7,229,2016,Houston,2015,Houston,14,98,1222,12.5,6,87.3,WR,JR,demarcus-ayers-1
99,Rashod Bateman,1219,60,RAV,1,27,2021,Minnesota,2019,Minnesota,13,60,1219,20.3,11,93.8,WR,SO,rashod-bateman-1
100,Marvin Harrison Jr.,1211,67,CRD,1,4,2024,Ohio State,2023,Ohio State,12,67,1211,18.1,14,100.9,WR,JR,marvin-harrison-jr-1
101,Dontayvion Wicks,1203,57,GNB,5,159,2023,Virginia,2021,Virginia,12,57,1203,21.1,9,100.3,WR,SO,dontayvion-wicks-1
102,James Proche,1199,93,RAV,6,201,2020,SMU,2018,SMU,12,93,1199,12.9,12,99.9,WR,JR,james-proche-1
103,Tony Lippett,1198,65,MIA,5,156,2015,Michigan State,2014,Michigan State,13,65,1198,18.4,11,92.2,WR,SR,tony-lippett-1
104,Elijah Moore,1193,86,NYJ,2,34,2021,Ole Miss,2020,Ole Miss,8,86,1193,13.9,8,149.1,WR,JR,elijah-moore-1
105,Jarvis Landry,1193,77,MIA,2,63,2014,LSU,2013,LSU,13,77,1193,15.5,10,91.8,WR,JR,jarvis-landry-1
106,Brandon Aiyuk,1192,65,SFO,1,25,2020,Arizona State,2019,Arizona State,12,65,1192,18.3,8,99.3,WR,SR,brandon-aiyuk-1
107,Jaelon Darden,1190,74,TAM,4,129,2021,North Texas,2020,North Texas,9,74,1190,16.1,19,132.2,WR,SR,jaelon-darden-1
108,Dax Milne,1188,70,WAS,7,258,2021,BYU,2020,BYU,12,70,1188,17.0,8,99.0,WR,JR,dax-milne-1
109,Kelvin Harmon,1186,81,WAS,6,206,2019,North Carolina State,2018,North Carolina State,12,81,1186,14.6,7,98.8,WR,JR,kelvin-harmon-1
110,Dillon Mitchell,1184,75,MIN,7,239,2019,Oregon,2018,Oregon,13,75,1184,15.8,10,91.1,WR,JR,dillon-mitchell-1
111,Jahan Dotson,1182,91,WAS,1,16,2022,Penn State,2021,Penn State,12,91,1182,13.0,12,98.5,WR,SR,jahan-dotson-1
112,Quez Watkins,1178,64,PHI,6,200,2020,Southern Mississippi,2019,Southern Mississippi,12,64,1178,18.4,6,98.2,WR,JR,quez-watkins-1
113,Brian Thomas Jr.,1177,68,JAX,1,23,2024,LSU,2023,LSU,13,68,1177,17.3,17,90.5,WR,JR,brian-thomas-jr-1
114,Isaiah Hodgins,1171,86,BUF,6,207,2020,Oregon State,2019,Oregon State,12,86,1171,13.6,13,97.6,WR,JR,isaiah-hodgins-1
115,Tre'Quan Smith,1171,59,NOR,3,91,2018,UCF,2017,UCF,13,59,1171,19.8,13,90.1,WR,JR,trequan-smith-1
116,Xavier Hutchinson,1171,107,HTX,6,205,2023,Iowa State,2022,Iowa State,12,107,1171,10.9,6,97.6,WR,SR,xavier-hutchinson-1
117,Tyler Johnson,1169,78,TAM,5,161,2020,Minnesota,2018,Minnesota,13,78,1169,15.0,12,89.9,WR,JR,tyler-johnson-6
118,Tee Higgins,1167,59,CIN,2,33,2020,Clemson,2019,Clemson,15,59,1167,19.8,13,77.8,WR,JR,tee-higgins-1
119,Jaelen Strong,1165,82,HTX,3,70,2015,Arizona State,2014,Arizona State,12,82,1165,14.2,10,97.1,WR,JR,jaelen-strong-1
120,Isaiah Ford,1164,75,MIA,7,237,2017,Virginia Tech,2015,Virginia Tech,13,75,1164,15.5,11,89.5,WR,SO,isaiah-ford-1
121,Jerry Jeudy,1163,77,DEN,1,15,2020,Alabama,2019,Alabama,13,77,1163,15.1,10,89.5,WR,JR,jerry-jeudy-1
122,Ja'lynn Polk,1159,69,NWE,2,37,2024,Washington,2023,Washington,15,69,1159,16.8,9,77.3,WR,SO,jalynn-polk-1
123,CeeDee Lamb,1158,65,DAL,1,17,2020,Oklahoma,2018,Oklahoma,14,65,1158,17.8,11,82.7,WR,SO,ceedee-lamb-1
124,Kenny Golladay,1156,87,DET,3,96,2017,Northern Illinois,2016,Northern Illinois,12,87,1156,13.3,8,96.3,WR,SR,kenny-golladay-1
125,Marcell Ateman,1156,59,RAI,7,228,2018,Oklahoma State,2017,Oklahoma State,13,59,1156,19.6,8,88.9,WR,SR,marcell-ateman-1
126,Laquon Treadwell,1153,82,MIN,1,23,2016,Ole Miss,2015,Ole Miss,13,82,1153,14.1,11,88.7,WR,JR,laquon-treadwell-1
127,John Ross,1150,81,CIN,1,9,2017,Washington,2016,Washington,14,81,1150,14.2,17,82.1,WR,JR,john-ross-1
128,Calvin Austin III,1149,74,PIT,4,138,2022,Memphis,2021,Memphis,12,74,1149,15.5,8,95.8,WR,SR,calvin-austin-iii-1
129,Scott Miller,1148,71,TAM,6,208,2019,Bowling Green,2018,Bowling Green,11,71,1148,16.2,9,104.4,WR,SR,scott-miller-3
130,Rome Odunze,1145,75,CHI,1,9,2024,Washington,2022,Washington,12,75,1145,15.3,7,95.4,WR,SO,rome-odunze-1
131,John Metchie,1142,96,HTX,2,44,2022,Alabama,2021,Alabama,13,96,1142,11.9,8,87.8,WR,JR,john-metchie-1
132,N'Keal Harry,1142,82,NWE,1,32,2019,Arizona State,2017,Arizona State,13,82,1142,13.9,8,87.8,WR,SO,nkeal-harry-1
133,Josh Huff,1140,62,PHI,3,86,2014,Oregon,2013,Oregon,13,62,1140,18.4,12,87.7,WR,SR,josh-huff-1
134,Javon Baker,1139,52,NWE,4,110,2024,UCF,2023,UCF,13,52,1139,21.9,7,87.6,WR,SR,javon-baker-1
135,Pharoh Cooper,1136,69,RAM,4,117,2016,South Carolina,2014,South Carolina,13,69,1136,16.5,9,87.4,WR,SO,pharoh-cooper-1
136,Kenny Golladay,1129,73,DET,3,96,2017,Northern Illinois,2015,Northern Illinois,14,73,1129,15.5,10,80.6,WR,JR,kenny-golladay-1
137,Rashad Greene,1128,76,JAX,5,139,2015,Florida State,2013,Florida State,14,76,1128,14.8,9,80.6,WR,JR,rashad-greene-1
138,Jaelen Strong,1122,75,HTX,3,70,2015,Arizona State,2013,Arizona State,14,75,1122,15.0,7,80.1,WR,SO,jaelen-strong-1
139,Jamari Thrash,1122,61,CLE,5,156,2024,Louisville,2022,Georgia State,12,61,1122,18.4,7,93.5,WR,JR,jamari-thrash-1
140,Corey Coleman,1119,64,CLE,1,15,2016,Baylor,2014,Baylor,10,64,1119,17.5,11,111.9,WR,SO,corey-coleman-1
141,Khalil Shakir,1117,77,BUF,5,148,2022,Boise State,2021,Boise State,12,77,1117,14.5,7,93.1,WR,SR,khalil-shakir-1
142,Ryan Switzer,1112,96,DAL,4,133,2017,North Carolina,2016,North Carolina,13,96,1112,11.6,6,85.5,WR,SR,ryan-switzer-1
143,Romeo Doubs,1109,80,GNB,4,132,2022,Nevada,2021,Nevada,11,80,1109,13.9,11,100.8,WR,SR,romeo-doubs-1
144,T.J. Jones,1108,70,DET,6,189,2014,Notre Dame,2013,Notre Dame,13,70,1108,15.8,9,85.2,WR,SR,tj-jones-2
145,Tyler Johnson,1107,72,TAM,5,161,2020,Minnesota,2019,Minnesota,11,72,1107,15.4,10,100.6,WR,SR,tyler-johnson-6
146,Jordan Payton,1106,78,CLE,5,154,2016,UCLA,2015,UCLA,13,78,1106,14.2,5,85.1,WR,SR,jordan-payton-1
147,Treylon Burks,1104,66,OTI,1,18,2022,Arkansas,2021,Arkansas,12,66,1104,16.7,11,92.0,WR,JR,treylon-burks-1
148,Chris Godwin,1101,69,TAM,3,84,2017,Penn State,2015,Penn State,13,69,1101,16.0,5,84.7,WR,SO,chris-godwin-1
149,Dyami Brown,1099,55,WAS,3,82,2021,North Carolina,2020,North Carolina,11,55,1099,20.0,8,99.9,WR,JR,dyami-brown-1
150,Zay Jones,1099,98,BUF,2,37,2017,East Carolina,2015,East Carolina,12,98,1099,11.2,5,91.6,WR,JR,isaiah-jones-2
151,Jalen McMillan,1098,79,TAM,3,92,2024,Washington,2022,Washington,13,79,1098,13.9,9,84.5,WR,SO,jalen-mcmillan-1
152,A.T. Perry,1096,81,NOR,6,195,2023,Wake Forest,2022,Wake Forest,13,81,1096,13.5,11,84.3,WR,JR,at-perry-1
153,Cody Latimer,1096,72,DEN,2,56,2014,Indiana,2013,Indiana,12,72,1096,15.2,9,91.3,WR,JR,cody-latimer-1
154,Gary Jennings,1096,97,SEA,4,120,2019,West Virginia,2017,West Virginia,13,97,1096,11.3,1,84.3,WR,JR,gary-jennings-1
155,Marquise Brown,1095,57,RAV,1,25,2019,Oklahoma,2017,Oklahoma,13,57,1095,19.2,7,84.2,WR,SO,marquise-brown-1
156,Isaiah Ford,1094,79,MIA,7,237,2017,Virginia Tech,2016,Virginia Tech,14,79,1094,13.8,7,78.1,WR,JR,isaiah-ford-1
157,William Fuller,1094,76,HTX,1,21,2016,Notre Dame,2014,Notre Dame,13,76,1094,14.4,15,84.2,WR,SO,william-fuller-2
158,N'Keal Harry,1088,73,NWE,1,32,2019,Arizona State,2018,Arizona State,12,73,1088,14.9,9,90.7,WR,JR,nkeal-harry-1
159,Denzel Mims,1087,61,NYJ,2,59,2020,Baylor,2017,Baylor,12,61,1087,17.8,8,90.6,WR,SO,denzel-mims-1
160,James Washington,1087,53,PIT,2,60,2018,Oklahoma State,2015,Oklahoma State,13,53,1087,20.5,10,83.6,WR,SO,james-washington-5
161,Leonte Carroo,1086,55,MIA,3,86,2016,Rutgers,2014,Rutgers,13,55,1086,19.7,10,83.5,WR,JR,leonte-carroo-1
162,Courtland Sutton,1085,68,DEN,2,40,2018,SMU,2017,SMU,13,68,1085,16.0,12,83.5,WR,JR,courtland-sutton-1
163,Geremy Davis,1085,71,NYG,6,186,2015,Connecticut,2013,Connecticut,12,71,1085,15.3,3,90.4,WR,JR,geremy-davis-1
164,Jalen Tolbert,1085,64,DAL,3,88,2022,South Alabama,2020,South Alabama,11,64,1085,17.0,8,98.6,WR,JR,jalen-tolbert-1
165,Drake London,1084,88,ATL,1,8,2022,USC,2021,USC,8,88,1084,12.3,7,135.5,WR,JR,drake-london-1
166,Marvin Mims,1083,54,DEN,2,63,2023,Oklahoma,2022,Oklahoma,13,54,1083,20.1,6,83.3,WR,JR,marvin-mims-1
167,Travis Fulgham,1083,63,DET,6,184,2019,Old Dominion,2018,Old Dominion,12,63,1083,17.2,9,90.3,WR,SR,travis-fulgham-1
168,J'Mon Moore,1082,65,GNB,4,133,2018,Missouri,2017,Missouri,13,65,1082,16.6,10,83.2,WR,SR,jmon-moore-2
169,Cedric Tillman,1081,64,CLE,3,74,2023,Tennessee,2021,Tennessee,13,64,1081,16.9,12,83.2,WR,JR,cedric-tillman-1
170,Jared Abbrederis,1081,78,GNB,5,176,2014,Wisconsin,2013,Wisconsin,13,78,1081,13.9,7,83.2,WR,SR,jared-abbrederis-1
171,Jaleel Scott,1079,76,RAV,4,132,2018,New Mexico State,2017,New Mexico State,13,76,1079,14.2,9,83.0,WR,SR,jaleel-scott-1
172,Zay Flowers,1077,78,RAV,1,22,2023,Boston College,2022,Boston College,12,78,1077,13.8,12,89.8,WR,SR,zay-flowers-1
173,Devin Lucien,1075,66,NWE,7,225,2016,Arizona State,2015,Arizona State,13,66,1075,16.3,8,82.7,WR,SR,devin-lucien-1
174,Quentin Johnston,1069,60,SDG,1,21,2023,Texas Christian,2022,Texas Christian,14,60,1069,17.8,6,76.4,WR,JR,quentin-johnston-1
175,Parris Campbell,1063,90,CLT,2,59,2019,Ohio State,2018,Ohio State,14,90,1063,11.8,12,75.9,WR,SR,parris-campbell-1
176,Rashard Higgins,1062,75,CLE,5,172,2016,Colorado State,2015,Colorado State,12,75,1062,14.2,8,88.5,WR,JR,rashard-higgins-1
177,Tahj Washington,1062,59,MIA,7,241,2024,USC,2023,USC,13,59,1062,18.0,8,81.7,WR,SR,tahj-washington-1
178,Jalen Reagor,1061,72,PHI,1,21,2020,Texas Christian,2018,Texas Christian,13,72,1061,14.7,9,81.6,WR,SO,jalen-reagor-1
179,JJ Arcega-Whiteside,1059,63,PHI,2,57,2019,Stanford,2018,Stanford,12,63,1059,16.8,14,88.3,WR,SR,jj-arcega-whiteside-1
180,Garrett Wilson,1058,70,NYJ,1,10,2022,Ohio State,2021,Ohio State,11,70,1058,15.1,12,96.2,WR,JR,garrett-wilson-2
181,Calvin Austin III,1053,63,PIT,4,138,2022,Memphis,2020,Memphis,11,63,1053,16.7,11,95.7,WR,JR,calvin-austin-iii-1
182,Breshad Perriman,1044,50,RAV,1,26,2015,UCF,2014,UCF,13,50,1044,20.9,9,80.3,WR,JR,breshad-perriman-1
183,Jamison Crowder,1044,85,WAS,4,105,2015,Duke,2014,Duke,13,85,1044,12.3,6,80.3,WR,SR,jamison-crowder-1
184,Trey Palmer,1043,71,TAM,6,191,2023,Nebraska,2022,Nebraska,12,71,1043,14.7,9,86.9,WR,JR,trey-palmer-1
185,Amon-Ra St. Brown,1042,77,DET,4,112,2021,USC,2019,USC,13,77,1042,13.5,6,80.2,WR,SO,amon-ra-st-brown-1
186,Josh Reynolds,1039,61,RAM,4,117,2017,Texas A&M,2016,Texas A&M,13,61,1039,17.0,12,79.9,WR,SR,josh-reynolds-1
187,Ryan Grant,1039,77,WAS,5,142,2014,Tulane,2013,Tulane,13,77,1039,13.5,9,79.9,WR,SR,ryan-grant-2
188,Antonio Gandy-Golden,1037,71,WAS,4,142,2020,Liberty,2018,Liberty,11,71,1037,14.6,10,94.3,WR,JR,antonio-gandy-golden-1
189,Chase Claypool,1037,66,PIT,2,49,2020,Notre Dame,2019,Notre Dame,13,66,1037,15.7,13,79.8,WR,SR,chase-claypool-1
190,Dyami Brown,1034,51,WAS,3,82,2021,North Carolina,2019,North Carolina,13,51,1034,20.3,12,79.5,WR,SO,dyami-brown-1
191,Jacob Cowing,1034,85,SFO,4,135,2024,Arizona,2022,Arizona,12,85,1034,12.2,7,86.2,WR,JR,jacob-cowing-1
192,D.J. Moore,1033,80,CAR,1,24,2018,Maryland,2017,Maryland,12,80,1033,12.9,8,86.1,WR,JR,dj-moore-3
193,Mike Williams,1030,57,SDG,1,7,2017,Clemson,2014,Clemson,13,57,1030,18.1,6,79.2,WR,SO,mike-williams-17
194,Josh Downs,1029,94,CLT,3,79,2023,North Carolina,2022,North Carolina,11,94,1029,10.9,11,93.5,WR,JR,josh-downs-2
195,Jayden Reed,1026,59,GNB,2,50,2023,Michigan State,2021,Michigan State,13,59,1026,17.4,10,78.9,WR,JR,jayden-reed-1
196,Amari Rodgers,1020,77,GNB,3,85,2021,Clemson,2020,Clemson,12,77,1020,13.2,7,85.0,WR,SR,amari-rodgers-1
197,Andy Isabella,1020,65,CRD,2,62,2019,Massachusetts,2017,Massachusetts,12,65,1020,15.7,10,85.0,WR,JR,andy-isabella-1
198,Denzel Mims,1020,66,NYJ,2,59,2020,Baylor,2019,Baylor,14,66,1020,15.5,12,72.9,WR,SR,denzel-mims-1
199,Marquez Stevenson,1019,75,BUF,6,203,2021,Houston,2018,Houston,13,75,1019,13.6,9,78.4,WR,SO,marquez-stevenson-1
200,Dazz Newsome,1018,72,CHI,6,221,2021,North Carolina,2019,North Carolina,12,72,1018,14.1,10,84.8,WR,JR,dazz-newsome-1
201,Josh Doctson,1018,65,WAS,1,22,2016,Texas Christian,2014,Texas Christian,13,65,1018,15.7,11,78.3,WR,JR,josh-doctson-1
202,Kelvin Harmon,1017,69,WAS,6,206,2019,North Carolina State,2017,North Carolina State,13,69,1017,14.7,4,78.2,WR,SO,kelvin-harmon-1
203,Malik Nabers,1017,72,NYG,1,6,2024,LSU,2022,LSU,14,72,1017,14.1,3,72.6,WR,SO,malik-nabers-1
204,Xavier Worthy,1014,75,KAN,1,28,2024,Texas,2023,Texas,14,75,1014,13.5,5,72.4,WR,JR,xavier-worthy-1
205,KeeSean Johnson,1013,77,CRD,6,174,2019,Fresno State,2017,Fresno State,14,77,1013,13.2,8,72.4,WR,JR,keesean-johnson-1
206,J'Mon Moore,1012,62,GNB,4,133,2018,Missouri,2016,Missouri,12,62,1012,16.3,8,84.3,WR,JR,jmon-moore-2
207,Kelvin Benjamin,1011,54,CAR,1,28,2014,Florida State,2013,Florida State,14,54,1011,18.7,15,72.2,WR,SO,kelvin-benjamin-1
208,Laviska Shenault Jr.,1011,86,JAX,2,42,2020,Colorado,2018,Colorado,9,86,1011,11.8,6,112.3,WR,SO,laviska-shenault-jr-1
209,Bud Sasser,1003,77,RAM,6,201,2015,Missouri,2014,Missouri,14,77,1003,13.0,12,71.6,WR,SR,bud-sasser-1
210,Romeo Doubs,1002,58,GNB,4,132,2022,Nevada,2020,Nevada,9,58,1002,17.3,9,111.3,WR,JR,romeo-doubs-1
211,Daniel Braverman,997,86,CHI,7,230,2016,Western Michigan,2014,Western Michigan,13,86,997,11.6,6,76.7,WR,SO,daniel-braverman-1
212,Darnell Mooney,993,48,CHI,5,173,2020,Tulane,2018,Tulane,13,48,993,20.7,8,76.4,WR,JR,darnell-mooney-1
213,Demario Douglas,993,79,NWE,6,210,2023,Liberty,2022,Liberty,13,79,993,12.6,6,76.4,WR,SO,demario-douglas-1
214,Luke McCaffrey,992,71,WAS,3,100,2024,Rice,2023,Rice,13,71,992,14.0,13,76.3,WR,JR,luke-mccaffrey-1
215,Xavier Hutchinson,987,83,HTX,6,205,2023,Iowa State,2021,Iowa State,13,83,987,11.9,5,75.9,WR,SR,xavier-hutchinson-1
216,Collin Johnson,985,68,JAX,5,165,2020,Texas,2018,Texas,13,68,985,14.5,7,75.8,WR,JR,collin-johnson-2
217,Kadarius Toney,984,70,NYG,1,20,2021,Florida,2020,Florida,11,70,984,14.1,10,89.5,WR,SR,kadarius-toney-1
218,Malachi Corley,984,79,NYJ,3,65,2024,Western Kentucky,2023,Western Kentucky,12,79,984,12.5,11,82.0,WR,JR,malachi-corley-1
219,Chris Godwin,982,59,TAM,3,84,2017,Penn State,2016,Penn State,14,59,982,16.6,11,70.1,WR,JR,chris-godwin-1
220,Robert Davis,980,61,WAS,6,209,2017,Georgia State,2015,Georgia State,13,61,980,16.1,6,75.4,WR,JR,robert-davis-10
221,Pharoh Cooper,973,66,RAM,4,117,2016,South Carolina,2015,South Carolina,12,66,973,14.7,8,81.1,WR,JR,pharoh-cooper-1
222,Josh Malone,972,50,CIN,4,128,2017,Tennessee,2016,Tennessee,13,50,972,19.4,11,74.8,WR,JR,josh-malone-1
223,Sterling Shepard,970,51,NYG,2,40,2016,Oklahoma,2014,Oklahoma,12,51,970,19.0,5,80.8,WR,JR,sterling-shepard-1
224,Jauan Jennings,969,59,SFO,7,217,2020,Tennessee,2019,Tennessee,13,59,969,16.4,8,74.5,WR,SR,jauan-jennings-1
225,Robert Davis,968,67,WAS,6,209,2017,Georgia State,2016,Georgia State,12,67,968,14.4,5,80.7,WR,SR,robert-davis-10
226,Scott Miller,968,74,TAM,6,208,2019,Bowling Green,2016,Bowling Green,12,74,968,13.1,10,80.7,WR,SO,scott-miller-3
227,Calvin Ridley,967,63,ATL,1,26,2018,Alabama,2017,Alabama,14,63,967,15.3,5,69.1,WR,JR,calvin-ridley-1
228,Ricky Pearsall,965,65,SFO,1,31,2024,Florida,2023,Florida,12,65,965,14.8,4,80.4,WR,SR,ricky-pearsall-1
229,Equanimeous St. Brown,961,58,GNB,6,207,2018,Notre Dame,2016,Notre Dame,12,58,961,16.6,9,80.1,WR,SO,equanimeous-st-brown-1
230,Ty Montgomery,958,61,GNB,3,94,2015,Stanford,2013,Stanford,14,61,958,15.7,10,68.4,WR,SO,ty-montgomery-1
231,Jordan Payton,954,67,CLE,5,154,2016,UCLA,2014,UCLA,13,67,954,14.2,7,73.4,WR,JR,jordan-payton-1
232,Deangelo Yancey,951,49,GNB,5,175,2017,Purdue,2016,Purdue,12,49,951,19.4,10,79.3,WR,SR,deangelo-yancey-1
233,Shelton Gibson,951,43,PHI,5,166,2017,West Virginia,2016,West Virginia,13,43,951,22.1,8,73.2,WR,JR,shelton-gibson-1
